time,week,day,date,home,home_xg,score,away_xg,away,attendance,venue,referee,home_link,away_link,match_link,report_link
20:00 (04:00),19,Fri,2016-12-30,Hull City,2–2,Everton,"20,111",Kingston Communications Stadium,Jonathan Moss,Match Report,,https://fbref.com/en/squads/bd8769d1/2016-2017/Hull-City-Stats,https://fbref.com/en/squads/d3fd31cc/2016-2017/Everton-Stats,https://fbref.com/en/matches/05c6c17b/Hull-City-Everton-December-30-2016-Premier-League,https://fbref.com/en/matches/05c6c17b/Hull-City-Everton-December-30-2016-Premier-League
15:00 (23:00),19,Sat,2016-12-31,Swansea City,0–3,Bournemouth,"20,316",Liberty Stadium,Kevin Friend,Match Report,,https://fbref.com/en/squads/fb10988f/2016-2017/Swansea-City-Stats,https://fbref.com/en/squads/4ba7cbea/2016-2017/Bournemouth-Stats,https://fbref.com/en/matches/a2feddf1/Swansea-City-Bournemouth-December-31-2016-Premier-League,https://fbref.com/en/matches/a2feddf1/Swansea-City-Bournemouth-December-31-2016-Premier-League
15:00 (23:00),19,Sat,2016-12-31,Chelsea,4–2,Stoke City,"41,601",Stamford Bridge,Robert Madley,Match Report,,https://fbref.com/en/squads/cff3d9bb/2016-2017/Chelsea-Stats,https://fbref.com/en/squads/17892952/2016-2017/Stoke-City-Stats,https://fbref.com/en/matches/189c4fc2/Chelsea-Stoke-City-December-31-2016-Premier-League,https://fbref.com/en/matches/189c4fc2/Chelsea-Stoke-City-December-31-2016-Premier-League
15:00 (23:00),19,Sat,2016-12-31,Burnley,4–1,Sunderland,"21,124",Turf Moor,Graham Scott,Match Report,,https://fbref.com/en/squads/943e8050/2016-2017/Burnley-Stats,https://fbref.com/en/squads/8ef52968/2016-2017/Sunderland-Stats,https://fbref.com/en/matches/89339d67/Burnley-Sunderland-December-31-2016-Premier-League,https://fbref.com/en/matches/89339d67/Burnley-Sunderland-December-31-2016-Premier-League
15:00 (23:00),19,Sat,2016-12-31,Southampton,1–2,West Brom,"30,975",St. Mary's Stadium,Mike Jones,Match Report,,https://fbref.com/en/squads/33c895d4/2016-2017/Southampton-Stats,https://fbref.com/en/squads/60c6b05f/2016-2017/West-Bromwich-Albion-Stats,https://fbref.com/en/matches/604d7487/Southampton-West-Bromwich-Albion-December-31-2016-Premier-League,https://fbref.com/en/matches/604d7487/Southampton-West-Bromwich-Albion-December-31-2016-Premier-League
15:00 (23:00),19,Sat,2016-12-31,Manchester Utd,2–1,Middlesbrough,"75,314",Old Trafford,Lee Mason,Match Report,,https://fbref.com/en/squads/19538871/2016-2017/Manchester-United-Stats,https://fbref.com/en/squads/7f59c601/2016-2017/Middlesbrough-Stats,https://fbref.com/en/matches/db4797ac/Manchester-United-Middlesbrough-December-31-2016-Premier-League,https://fbref.com/en/matches/db4797ac/Manchester-United-Middlesbrough-December-31-2016-Premier-League
15:00 (23:00),19,Sat,2016-12-31,Leicester City,1–0,West Ham,"32,060",King Power Stadium,Anthony Taylor,Match Report,,https://fbref.com/en/squads/a2d435b3/2016-2017/Leicester-City-Stats,https://fbref.com/en/squads/7c21e445/2016-2017/West-Ham-United-Stats,https://fbref.com/en/matches/1b6ab29d/Leicester-City-West-Ham-United-December-31-2016-Premier-League,https://fbref.com/en/matches/1b6ab29d/Leicester-City-West-Ham-United-December-31-2016-Premier-League
17:30 (01:30),19,Sat,2016-12-31,Liverpool,1–0,Manchester City,"53,120",Anfield,Craig Pawson,Match Report,,https://fbref.com/en/squads/822bd0ba/2016-2017/Liverpool-Stats,https://fbref.com/en/squads/b8fd03ef/2016-2017/Manchester-City-Stats,https://fbref.com/en/matches/894a485d/Liverpool-Manchester-City-December-31-2016-Premier-League,https://fbref.com/en/matches/894a485d/Liverpool-Manchester-City-December-31-2016-Premier-League
13:30 (21:30),19,Sun,2017-01-01,Watford,1–4,Tottenham,"20,882",Vicarage Road Stadium,Michael Oliver,Match Report,,https://fbref.com/en/squads/2abfe087/2016-2017/Watford-Stats,https://fbref.com/en/squads/361ca564/2016-2017/Tottenham-Hotspur-Stats,https://fbref.com/en/matches/3a95bef3/Watford-Tottenham-Hotspur-January-1-2017-Premier-League,https://fbref.com/en/matches/3a95bef3/Watford-Tottenham-Hotspur-January-1-2017-Premier-League
16:00 (00:00),19,Sun,2017-01-01,Arsenal,2–0,Crystal Palace,"59,975",Emirates Stadium,Andre Marriner,Match Report,,https://fbref.com/en/squads/18bb7c10/2016-2017/Arsenal-Stats,https://fbref.com/en/squads/47c64c55/2016-2017/Crystal-Palace-Stats,https://fbref.com/en/matches/b0f63c70/Arsenal-Crystal-Palace-January-1-2017-Premier-League,https://fbref.com/en/matches/b0f63c70/Arsenal-Crystal-Palace-January-1-2017-Premier-League
12:30 (20:30),20,Mon,2017-01-02,Middlesbrough,0–0,Leicester City,"32,437",Riverside Stadium,Robert Madley,Match Report,,https://fbref.com/en/squads/7f59c601/2016-2017/Middlesbrough-Stats,https://fbref.com/en/squads/a2d435b3/2016-2017/Leicester-City-Stats,https://fbref.com/en/matches/19eeeebf/Middlesbrough-Leicester-City-January-2-2017-Premier-League,https://fbref.com/en/matches/19eeeebf/Middlesbrough-Leicester-City-January-2-2017-Premier-League
15:00 (23:00),20,Mon,2017-01-02,Manchester City,2–1,Burnley,"54,463",Etihad Stadium,Lee Mason,Match Report,,https://fbref.com/en/squads/b8fd03ef/2016-2017/Manchester-City-Stats,https://fbref.com/en/squads/943e8050/2016-2017/Burnley-Stats,https://fbref.com/en/matches/0990b875/Manchester-City-Burnley-January-2-2017-Premier-League,https://fbref.com/en/matches/0990b875/Manchester-City-Burnley-January-2-2017-Premier-League
15:00 (23:00),20,Mon,2017-01-02,West Brom,3–1,Hull City,"23,402",The Hawthorns,Mark Clattenburg,Match Report,,https://fbref.com/en/squads/60c6b05f/2016-2017/West-Bromwich-Albion-Stats,https://fbref.com/en/squads/bd8769d1/2016-2017/Hull-City-Stats,https://fbref.com/en/matches/88b8e354/West-Bromwich-Albion-Hull-City-January-2-2017-Premier-League,https://fbref.com/en/matches/88b8e354/West-Bromwich-Albion-Hull-City-January-2-2017-Premier-League
15:00 (23:00),20,Mon,2017-01-02,Everton,3–0,Southampton,"38,891",Goodison Park,Kevin Friend,Match Report,,https://fbref.com/en/squads/d3fd31cc/2016-2017/Everton-Stats,https://fbref.com/en/squads/33c895d4/2016-2017/Southampton-Stats,https://fbref.com/en/matches/6478604d/Everton-Southampton-January-2-2017-Premier-League,https://fbref.com/en/matches/6478604d/Everton-Southampton-January-2-2017-Premier-League
15:00 (23:00),20,Mon,2017-01-02,Sunderland,2–2,Liverpool,"46,494",Stadium of Light,Anthony Taylor,Match Report,,https://fbref.com/en/squads/8ef52968/2016-2017/Sunderland-Stats,https://fbref.com/en/squads/822bd0ba/2016-2017/Liverpool-Stats,https://fbref.com/en/matches/bb81b5a1/Sunderland-Liverpool-January-2-2017-Premier-League,https://fbref.com/en/matches/bb81b5a1/Sunderland-Liverpool-January-2-2017-Premier-League
17:15 (01:15),20,Mon,2017-01-02,West Ham,0–2,Manchester Utd,"56,996",London Stadium,Mike Dean,Match Report,,https://fbref.com/en/squads/7c21e445/2016-2017/West-Ham-United-Stats,https://fbref.com/en/squads/19538871/2016-2017/Manchester-United-Stats,https://fbref.com/en/matches/7c9881be/West-Ham-United-Manchester-United-January-2-2017-Premier-League,https://fbref.com/en/matches/7c9881be/West-Ham-United-Manchester-United-January-2-2017-Premier-League
19:45 (03:45),20,Tue,2017-01-03,Bournemouth,3–3,Arsenal,"11,202",Vitality Stadium,Michael Oliver,Match Report,,https://fbref.com/en/squads/4ba7cbea/2016-2017/Bournemouth-Stats,https://fbref.com/en/squads/18bb7c10/2016-2017/Arsenal-Stats,https://fbref.com/en/matches/f4a549b2/Bournemouth-Arsenal-January-3-2017-Premier-League,https://fbref.com/en/matches/f4a549b2/Bournemouth-Arsenal-January-3-2017-Premier-League
20:00 (04:00),20,Tue,2017-01-03,Crystal Palace,1–2,Swansea City,"24,913",Selhurst Park,Paul Tierney,Match Report,,https://fbref.com/en/squads/47c64c55/2016-2017/Crystal-Palace-Stats,https://fbref.com/en/squads/fb10988f/2016-2017/Swansea-City-Stats,https://fbref.com/en/matches/b213df24/Crystal-Palace-Swansea-City-January-3-2017-Premier-League,https://fbref.com/en/matches/b213df24/Crystal-Palace-Swansea-City-January-3-2017-Premier-League
20:00 (04:00),20,Tue,2017-01-03,Stoke City,2–0,Watford,"27,010",Bet365 Stadium,Niel Swarbrick,Match Report,,https://fbref.com/en/squads/17892952/2016-2017/Stoke-City-Stats,https://fbref.com/en/squads/2abfe087/2016-2017/Watford-Stats,https://fbref.com/en/matches/c78da03a/Stoke-City-Watford-January-3-2017-Premier-League,https://fbref.com/en/matches/c78da03a/Stoke-City-Watford-January-3-2017-Premier-League
20:00 (04:00),20,Wed,2017-01-04,Tottenham,2–0,Chelsea,"31,491",White Hart Lane,Martin Atkinson,Match Report,,https://fbref.com/en/squads/361ca564/2016-2017/Tottenham-Hotspur-Stats,https://fbref.com/en/squads/cff3d9bb/2016-2017/Chelsea-Stats,https://fbref.com/en/matches/3b4b1341/Tottenham-Hotspur-Chelsea-January-4-2017-Premier-League,https://fbref.com/en/matches/3b4b1341/Tottenham-Hotspur-Chelsea-January-4-2017-Premier-League
12:30 (20:30),21,Sat,2017-01-14,Tottenham,4–0,West Brom,"31,613",White Hart Lane,Anthony Taylor,Match Report,,https://fbref.com/en/squads/361ca564/2016-2017/Tottenham-Hotspur-Stats,https://fbref.com/en/squads/60c6b05f/2016-2017/West-Bromwich-Albion-Stats,https://fbref.com/en/matches/482a100b/Tottenham-Hotspur-West-Bromwich-Albion-January-14-2017-Premier-League,https://fbref.com/en/matches/482a100b/Tottenham-Hotspur-West-Bromwich-Albion-January-14-2017-Premier-League
15:00 (23:00),21,Sat,2017-01-14,Hull City,3–1,Bournemouth,"17,963",Kingston Communications Stadium,Martin Atkinson,Match Report,,https://fbref.com/en/squads/bd8769d1/2016-2017/Hull-City-Stats,https://fbref.com/en/squads/4ba7cbea/2016-2017/Bournemouth-Stats,https://fbref.com/en/matches/d4078ca6/Hull-City-Bournemouth-January-14-2017-Premier-League,https://fbref.com/en/matches/d4078ca6/Hull-City-Bournemouth-January-14-2017-Premier-League
15:00 (23:00),21,Sat,2017-01-14,Swansea City,0–4,Arsenal,"20,875",Liberty Stadium,Mike Jones,Match Report,,https://fbref.com/en/squads/fb10988f/2016-2017/Swansea-City-Stats,https://fbref.com/en/squads/18bb7c10/2016-2017/Arsenal-Stats,https://fbref.com/en/matches/1a4da26d/Swansea-City-Arsenal-January-14-2017-Premier-League,https://fbref.com/en/matches/1a4da26d/Swansea-City-Arsenal-January-14-2017-Premier-League
