time,week,day,date,home,home_xg,score,away_xg,away,attendance,venue,referee,home_link,away_link,match_link,report_link
16:00 (23:00),33,Sun,2017-04-16,Manchester Utd,2–0,Chelsea,"75,272",Old Trafford,Robert Madley,Match Report,,https://fbref.com/en/squads/19538871/2016-2017/Manchester-United-Stats,https://fbref.com/en/squads/cff3d9bb/2016-2017/Chelsea-Stats,https://fbref.com/en/matches/8db69c8c/Manchester-United-Chelsea-April-16-2017-Premier-League,https://fbref.com/en/matches/8db69c8c/Manchester-United-Chelsea-April-16-2017-Premier-League
20:00 (03:00),33,Mon,2017-04-17,Middlesbrough,1–2,Arsenal,"31,298",Riverside Stadium,Anthony Taylor,Match Report,,https://fbref.com/en/squads/7f59c601/2016-2017/Middlesbrough-Stats,https://fbref.com/en/squads/18bb7c10/2016-2017/Arsenal-Stats,https://fbref.com/en/matches/344116c5/Middlesbrough-Arsenal-April-17-2017-Premier-League,https://fbref.com/en/matches/344116c5/Middlesbrough-Arsenal-April-17-2017-Premier-League
15:00 (22:00),34,Sat,2017-04-22,Bournemouth,4–0,Middlesbrough,"10,890",Vitality Stadium,Graham Scott,Match Report,,https://fbref.com/en/squads/4ba7cbea/2016-2017/Bournemouth-Stats,https://fbref.com/en/squads/7f59c601/2016-2017/Middlesbrough-Stats,https://fbref.com/en/matches/5ba6029a/Bournemouth-Middlesbrough-April-22-2017-Premier-League,https://fbref.com/en/matches/5ba6029a/Bournemouth-Middlesbrough-April-22-2017-Premier-League
15:00 (22:00),34,Sat,2017-04-22,West Ham,0–0,Everton,"56,971",London Stadium,Roger East,Match Report,,https://fbref.com/en/squads/7c21e445/2016-2017/West-Ham-United-Stats,https://fbref.com/en/squads/d3fd31cc/2016-2017/Everton-Stats,https://fbref.com/en/matches/6f57618b/West-Ham-United-Everton-April-22-2017-Premier-League,https://fbref.com/en/matches/6f57618b/West-Ham-United-Everton-April-22-2017-Premier-League
15:00 (22:00),34,Sat,2017-04-22,Hull City,2–0,Watford,"20,432",Kingston Communications Stadium,Robert Madley,Match Report,,https://fbref.com/en/squads/bd8769d1/2016-2017/Hull-City-Stats,https://fbref.com/en/squads/2abfe087/2016-2017/Watford-Stats,https://fbref.com/en/matches/01faceb4/Hull-City-Watford-April-22-2017-Premier-League,https://fbref.com/en/matches/01faceb4/Hull-City-Watford-April-22-2017-Premier-League
15:00 (22:00),34,Sat,2017-04-22,Swansea City,2–0,Stoke City,"20,566",Liberty Stadium,Michael Oliver,Match Report,,https://fbref.com/en/squads/fb10988f/2016-2017/Swansea-City-Stats,https://fbref.com/en/squads/17892952/2016-2017/Stoke-City-Stats,https://fbref.com/en/matches/2be68b39/Swansea-City-Stoke-City-April-22-2017-Premier-League,https://fbref.com/en/matches/2be68b39/Swansea-City-Stoke-City-April-22-2017-Premier-League
14:15 (21:15),34,Sun,2017-04-23,Burnley,0–2,Manchester Utd,"21,870",Turf Moor,Anthony Taylor,Match Report,,https://fbref.com/en/squads/943e8050/2016-2017/Burnley-Stats,https://fbref.com/en/squads/19538871/2016-2017/Manchester-United-Stats,https://fbref.com/en/matches/71a69677/Burnley-Manchester-United-April-23-2017-Premier-League,https://fbref.com/en/matches/71a69677/Burnley-Manchester-United-April-23-2017-Premier-League
16:30 (23:30),34,Sun,2017-04-23,Liverpool,1–2,Crystal Palace,"53,086",Anfield,Andre Marriner,Match Report,,https://fbref.com/en/squads/822bd0ba/2016-2017/Liverpool-Stats,https://fbref.com/en/squads/47c64c55/2016-2017/Crystal-Palace-Stats,https://fbref.com/en/matches/923da140/Liverpool-Crystal-Palace-April-23-2017-Premier-League,https://fbref.com/en/matches/923da140/Liverpool-Crystal-Palace-April-23-2017-Premier-League
19:45 (02:45),34,Tue,2017-04-25,Chelsea,4–2,Southampton,"41,168",Stamford Bridge,Lee Mason,Match Report,,https://fbref.com/en/squads/cff3d9bb/2016-2017/Chelsea-Stats,https://fbref.com/en/squads/33c895d4/2016-2017/Southampton-Stats,https://fbref.com/en/matches/07e95bee/Chelsea-Southampton-April-25-2017-Premier-League,https://fbref.com/en/matches/07e95bee/Chelsea-Southampton-April-25-2017-Premier-League
19:45 (02:45),28,Wed,2017-04-26,Middlesbrough,1–0,Sunderland,"30,742",Riverside Stadium,Mike Dean,Match Report,,https://fbref.com/en/squads/7f59c601/2016-2017/Middlesbrough-Stats,https://fbref.com/en/squads/8ef52968/2016-2017/Sunderland-Stats,https://fbref.com/en/matches/a6451560/Middlesbrough-Sunderland-April-26-2017-Premier-League,https://fbref.com/en/matches/a6451560/Middlesbrough-Sunderland-April-26-2017-Premier-League
19:45 (02:45),28,Wed,2017-04-26,Arsenal,1–0,Leicester City,"59,829",Emirates Stadium,Mike Jones,Match Report,,https://fbref.com/en/squads/18bb7c10/2016-2017/Arsenal-Stats,https://fbref.com/en/squads/a2d435b3/2016-2017/Leicester-City-Stats,https://fbref.com/en/matches/d0129267/Arsenal-Leicester-City-April-26-2017-Premier-League,https://fbref.com/en/matches/d0129267/Arsenal-Leicester-City-April-26-2017-Premier-League
20:00 (03:00),28,Wed,2017-04-26,Crystal Palace,0–1,Tottenham,"25,596",Goodison Park,Jonathan Moss,Match Report,,https://fbref.com/en/squads/47c64c55/2016-2017/Crystal-Palace-Stats,https://fbref.com/en/squads/361ca564/2016-2017/Tottenham-Hotspur-Stats,https://fbref.com/en/matches/fcdd2c59/Crystal-Palace-Tottenham-Hotspur-April-26-2017-Premier-League,https://fbref.com/en/matches/fcdd2c59/Crystal-Palace-Tottenham-Hotspur-April-26-2017-Premier-League
20:00 (03:00),26,Thu,2017-04-27,Manchester City,0–0,Manchester Utd,"54,176",Etihad Stadium,Martin Atkinson,Match Report,,https://fbref.com/en/squads/b8fd03ef/2016-2017/Manchester-City-Stats,https://fbref.com/en/squads/19538871/2016-2017/Manchester-United-Stats,https://fbref.com/en/matches/838c2be9/Manchester-Derby-Manchester-City-Manchester-United-April-27-2017-Premier-League,https://fbref.com/en/matches/838c2be9/Manchester-Derby-Manchester-City-Manchester-United-April-27-2017-Premier-League
15:00 (22:00),35,Sat,2017-04-29,Stoke City,0–0,West Ham,"27,628",Bet365 Stadium,Lee Probert,Match Report,,https://fbref.com/en/squads/17892952/2016-2017/Stoke-City-Stats,https://fbref.com/en/squads/7c21e445/2016-2017/West-Ham-United-Stats,https://fbref.com/en/matches/97ae959a/Stoke-City-West-Ham-United-April-29-2017-Premier-League,https://fbref.com/en/matches/97ae959a/Stoke-City-West-Ham-United-April-29-2017-Premier-League
15:00 (22:00),35,Sat,2017-04-29,West Brom,0–1,Leicester City,"24,611",The Hawthorns,Mark Clattenburg,Match Report,,https://fbref.com/en/squads/60c6b05f/2016-2017/West-Bromwich-Albion-Stats,https://fbref.com/en/squads/a2d435b3/2016-2017/Leicester-City-Stats,https://fbref.com/en/matches/623b405f/West-Bromwich-Albion-Leicester-City-April-29-2017-Premier-League,https://fbref.com/en/matches/623b405f/West-Bromwich-Albion-Leicester-City-April-29-2017-Premier-League
15:00 (22:00),35,Sat,2017-04-29,Sunderland,0–1,Bournemouth,"38,394",Stadium of Light,Stuart Attwell,Match Report,,https://fbref.com/en/squads/8ef52968/2016-2017/Sunderland-Stats,https://fbref.com/en/squads/4ba7cbea/2016-2017/Bournemouth-Stats,https://fbref.com/en/matches/89746408/Sunderland-Bournemouth-April-29-2017-Premier-League,https://fbref.com/en/matches/89746408/Sunderland-Bournemouth-April-29-2017-Premier-League
15:00 (22:00),35,Sat,2017-04-29,Southampton,0–0,Hull City,"31,120",St. Mary's Stadium,Mike Dean,Match Report,,https://fbref.com/en/squads/33c895d4/2016-2017/Southampton-Stats,https://fbref.com/en/squads/bd8769d1/2016-2017/Hull-City-Stats,https://fbref.com/en/matches/8933fe83/Southampton-Hull-City-April-29-2017-Premier-League,https://fbref.com/en/matches/8933fe83/Southampton-Hull-City-April-29-2017-Premier-League
17:30 (00:30),35,Sat,2017-04-29,Crystal Palace,0–2,Burnley,"25,013",Selhurst Park,Robert Madley,Match Report,,https://fbref.com/en/squads/47c64c55/2016-2017/Crystal-Palace-Stats,https://fbref.com/en/squads/943e8050/2016-2017/Burnley-Stats,https://fbref.com/en/matches/ccf227b0/Crystal-Palace-Burnley-April-29-2017-Premier-League,https://fbref.com/en/matches/ccf227b0/Crystal-Palace-Burnley-April-29-2017-Premier-League
12:00 (19:00),35,Sun,2017-04-30,Manchester Utd,1–1,Swansea City,"75,271",Old Trafford,Niel Swarbrick,Match Report,,https://fbref.com/en/squads/19538871/2016-2017/Manchester-United-Stats,https://fbref.com/en/squads/fb10988f/2016-2017/Swansea-City-Stats,https://fbref.com/en/matches/9f85335f/Manchester-United-Swansea-City-April-30-2017-Premier-League,https://fbref.com/en/matches/9f85335f/Manchester-United-Swansea-City-April-30-2017-Premier-League
14:05 (21:05),35,Sun,2017-04-30,Middlesbrough,2–2,Manchester City,"29,763",Riverside Stadium,Kevin Friend,Match Report,,https://fbref.com/en/squads/7f59c601/2016-2017/Middlesbrough-Stats,https://fbref.com/en/squads/b8fd03ef/2016-2017/Manchester-City-Stats,https://fbref.com/en/matches/03fb9728/Middlesbrough-Manchester-City-April-30-2017-Premier-League,https://fbref.com/en/matches/03fb9728/Middlesbrough-Manchester-City-April-30-2017-Premier-League
14:05 (21:05),35,Sun,2017-04-30,Everton,0–3,Chelsea,"39,595",Goodison Park,Jonathan Moss,Match Report,,https://fbref.com/en/squads/d3fd31cc/2016-2017/Everton-Stats,https://fbref.com/en/squads/cff3d9bb/2016-2017/Chelsea-Stats,https://fbref.com/en/matches/c0ed0645/Everton-Chelsea-April-30-2017-Premier-League,https://fbref.com/en/matches/c0ed0645/Everton-Chelsea-April-30-2017-Premier-League
16:30 (23:30),35,Sun,2017-04-30,Tottenham,2–0,Arsenal,"31,811",White Hart Lane,Michael Oliver,Match Report,,https://fbref.com/en/squads/361ca564/2016-2017/Tottenham-Hotspur-Stats,https://fbref.com/en/squads/18bb7c10/2016-2017/Arsenal-Stats,https://fbref.com/en/matches/cdec2a32/North-London-Derby-Tottenham-Hotspur-Arsenal-April-30-2017-Premier-League,https://fbref.com/en/matches/cdec2a32/North-London-Derby-Tottenham-Hotspur-Arsenal-April-30-2017-Premier-League
20:00 (03:00),35,Mon,2017-05-01,Watford,0–1,Liverpool,"20,959",Vicarage Road Stadium,Craig Pawson,Match Report,,https://fbref.com/en/squads/2abfe087/2016-2017/Watford-Stats,https://fbref.com/en/squads/822bd0ba/2016-2017/Liverpool-Stats,https://fbref.com/en/matches/17af420d/Watford-Liverpool-May-1-2017-Premier-League,https://fbref.com/en/matches/17af420d/Watford-Liverpool-May-1-2017-Premier-League
20:00 (03:00),36,Fri,2017-05-05,West Ham,1–0,Tottenham,"56,992",London Stadium,Anthony Taylor,Match Report,,https://fbref.com/en/squads/7c21e445/2016-2017/West-Ham-United-Stats,https://fbref.com/en/squads/361ca564/2016-2017/Tottenham-Hotspur-Stats,https://fbref.com/en/matches/ba9c15dd/West-Ham-United-Tottenham-Hotspur-May-5-2017-Premier-League,https://fbref.com/en/matches/ba9c15dd/West-Ham-United-Tottenham-Hotspur-May-5-2017-Premier-League
12:30 (19:30),36,Sat,2017-05-06,Manchester City,5–0,Crystal Palace,"54,119",Etihad Stadium,Michael Oliver,Match Report,,https://fbref.com/en/squads/b8fd03ef/2016-2017/Manchester-City-Stats,https://fbref.com/en/squads/47c64c55/2016-2017/Crystal-Palace-Stats,https://fbref.com/en/matches/b8c8a428/Manchester-City-Crystal-Palace-May-6-2017-Premier-League,https://fbref.com/en/matches/b8c8a428/Manchester-City-Crystal-Palace-May-6-2017-Premier-League
15:00 (22:00),36,Sat,2017-05-06,Bournemouth,2–2,Stoke City,"11,046",Vitality Stadium,Paul Tierney,Match Report,,https://fbref.com/en/squads/4ba7cbea/2016-2017/Bournemouth-Stats,https://fbref.com/en/squads/17892952/2016-2017/Stoke-City-Stats,https://fbref.com/en/matches/c45e2f28/Bournemouth-Stoke-City-May-6-2017-Premier-League,https://fbref.com/en/matches/c45e2f28/Bournemouth-Stoke-City-May-6-2017-Premier-League
15:00 (22:00),36,Sat,2017-05-06,Burnley,2–2,West Brom,"20,825",Turf Moor,Mike Jones,Match Report,,https://fbref.com/en/squads/943e8050/2016-2017/Burnley-Stats,https://fbref.com/en/squads/60c6b05f/2016-2017/West-Bromwich-Albion-Stats,https://fbref.com/en/matches/2250900c/Burnley-West-Bromwich-Albion-May-6-2017-Premier-League,https://fbref.com/en/matches/2250900c/Burnley-West-Bromwich-Albion-May-6-2017-Premier-League
15:00 (22:00),36,Sat,2017-05-06,Hull City,0–2,Sunderland,"22,480",Kingston Communications Stadium,Niel Swarbrick,Match Report,,https://fbref.com/en/squads/bd8769d1/2016-2017/Hull-City-Stats,https://fbref.com/en/squads/8ef52968/2016-2017/Sunderland-Stats,https://fbref.com/en/matches/b2d5d309/Hull-City-Sunderland-May-6-2017-Premier-League,https://fbref.com/en/matches/b2d5d309/Hull-City-Sunderland-May-6-2017-Premier-League
15:00 (22:00),36,Sat,2017-05-06,Leicester City,3–0,Watford,"31,628",King Power Stadium,Roger East,Match Report,,https://fbref.com/en/squads/a2d435b3/2016-2017/Leicester-City-Stats,https://fbref.com/en/squads/2abfe087/2016-2017/Watford-Stats,https://fbref.com/en/matches/c2b30d93/Leicester-City-Watford-May-6-2017-Premier-League,https://fbref.com/en/matches/c2b30d93/Leicester-City-Watford-May-6-2017-Premier-League
17:30 (00:30),36,Sat,2017-05-06,Swansea City,1–0,Everton,"20,827",Liberty Stadium,Martin Atkinson,Match Report,,https://fbref.com/en/squads/fb10988f/2016-2017/Swansea-City-Stats,https://fbref.com/en/squads/d3fd31cc/2016-2017/Everton-Stats,https://fbref.com/en/matches/09a5904c/Swansea-City-Everton-May-6-2017-Premier-League,https://fbref.com/en/matches/09a5904c/Swansea-City-Everton-May-6-2017-Premier-League
13:30 (20:30),36,Sun,2017-05-07,Liverpool,0–0,Southampton,"53,159",Anfield,Robert Madley,Match Report,,https://fbref.com/en/squads/822bd0ba/2016-2017/Liverpool-Stats,https://fbref.com/en/squads/33c895d4/2016-2017/Southampton-Stats,https://fbref.com/en/matches/6a690977/Liverpool-Southampton-May-7-2017-Premier-League,https://fbref.com/en/matches/6a690977/Liverpool-Southampton-May-7-2017-Premier-League
16:00 (23:00),36,Sun,2017-05-07,Arsenal,2–0,Manchester Utd,"60,055",Emirates Stadium,Andre Marriner,Match Report,,https://fbref.com/en/squads/18bb7c10/2016-2017/Arsenal-Stats,https://fbref.com/en/squads/19538871/2016-2017/Manchester-United-Stats,https://fbref.com/en/matches/dc6b6f97/Arsenal-Manchester-United-May-7-2017-Premier-League,https://fbref.com/en/matches/dc6b6f97/Arsenal-Manchester-United-May-7-2017-Premier-League
20:00 (03:00),36,Mon,2017-05-08,Chelsea,3–0,Middlesbrough,"41,500",Stamford Bridge,Craig Pawson,Match Report,,https://fbref.com/en/squads/cff3d9bb/2016-2017/Chelsea-Stats,https://fbref.com/en/squads/7f59c601/2016-2017/Middlesbrough-Stats,https://fbref.com/en/matches/db9d4cc8/Chelsea-Middlesbrough-May-8-2017-Premier-League,https://fbref.com/en/matches/db9d4cc8/Chelsea-Middlesbrough-May-8-2017-Premier-League
19:45 (02:45),26,Wed,2017-05-10,Southampton,0–2,Arsenal,"31,474",St. Mary's Stadium,Jonathan Moss,Match Report,,https://fbref.com/en/squads/33c895d4/2016-2017/Southampton-Stats,https://fbref.com/en/squads/18bb7c10/2016-2017/Arsenal-Stats,https://fbref.com/en/matches/eae4b047/Southampton-Arsenal-May-10-2017-Premier-League,https://fbref.com/en/matches/eae4b047/Southampton-Arsenal-May-10-2017-Premier-League
19:45 (02:45),37,Fri,2017-05-12,Everton,1–0,Watford,"38,550",Goodison Park,Kevin Friend,Match Report,,https://fbref.com/en/squads/d3fd31cc/2016-2017/Everton-Stats,https://fbref.com/en/squads/2abfe087/2016-2017/Watford-Stats,https://fbref.com/en/matches/a09c07c5/Everton-Watford-May-12-2017-Premier-League,https://fbref.com/en/matches/a09c07c5/Everton-Watford-May-12-2017-Premier-League
20:00 (03:00),37,Fri,2017-05-12,West Brom,0–1,Chelsea,"25,367",The Hawthorns,Michael Oliver,Match Report,,https://fbref.com/en/squads/60c6b05f/2016-2017/West-Bromwich-Albion-Stats,https://fbref.com/en/squads/cff3d9bb/2016-2017/Chelsea-Stats,https://fbref.com/en/matches/d5caa61b/West-Bromwich-Albion-Chelsea-May-12-2017-Premier-League,https://fbref.com/en/matches/d5caa61b/West-Bromwich-Albion-Chelsea-May-12-2017-Premier-League
12:30 (19:30),37,Sat,2017-05-13,Manchester City,2–1,Leicester City,"54,407",Etihad Stadium,Robert Madley,Match Report,,https://fbref.com/en/squads/b8fd03ef/2016-2017/Manchester-City-Stats,https://fbref.com/en/squads/a2d435b3/2016-2017/Leicester-City-Stats,https://fbref.com/en/matches/63c6a74f/Manchester-City-Leicester-City-May-13-2017-Premier-League,https://fbref.com/en/matches/63c6a74f/Manchester-City-Leicester-City-May-13-2017-Premier-League
15:00 (22:00),37,Sat,2017-05-13,Middlesbrough,1–2,Southampton,"28,203",Riverside Stadium,Anthony Taylor,Match Report,,https://fbref.com/en/squads/7f59c601/2016-2017/Middlesbrough-Stats,https://fbref.com/en/squads/33c895d4/2016-2017/Southampton-Stats,https://fbref.com/en/matches/4a05b148/Middlesbrough-Southampton-May-13-2017-Premier-League,https://fbref.com/en/matches/4a05b148/Middlesbrough-Southampton-May-13-2017-Premier-League
15:00 (22:00),37,Sat,2017-05-13,Sunderland,0–2,Swansea City,"38,781",Stadium of Light,Andre Marriner,Match Report,,https://fbref.com/en/squads/8ef52968/2016-2017/Sunderland-Stats,https://fbref.com/en/squads/fb10988f/2016-2017/Swansea-City-Stats,https://fbref.com/en/matches/e2f89704/Sunderland-Swansea-City-May-13-2017-Premier-League,https://fbref.com/en/matches/e2f89704/Sunderland-Swansea-City-May-13-2017-Premier-League
15:00 (22:00),37,Sat,2017-05-13,Bournemouth,2–1,Burnley,"11,388",Vitality Stadium,Lee Probert,Match Report,,https://fbref.com/en/squads/4ba7cbea/2016-2017/Bournemouth-Stats,https://fbref.com/en/squads/943e8050/2016-2017/Burnley-Stats,https://fbref.com/en/matches/6dc6ac2e/Bournemouth-Burnley-May-13-2017-Premier-League,https://fbref.com/en/matches/6dc6ac2e/Bournemouth-Burnley-May-13-2017-Premier-League
17:30 (00:30),37,Sat,2017-05-13,Stoke City,1–4,Arsenal,"27,535",Bet365 Stadium,Mike Dean,Match Report,,https://fbref.com/en/squads/17892952/2016-2017/Stoke-City-Stats,https://fbref.com/en/squads/18bb7c10/2016-2017/Arsenal-Stats,https://fbref.com/en/matches/465be7c9/Stoke-City-Arsenal-May-13-2017-Premier-League,https://fbref.com/en/matches/465be7c9/Stoke-City-Arsenal-May-13-2017-Premier-League
12:00 (19:00),37,Sun,2017-05-14,Crystal Palace,4–0,Hull City,"25,176",Selhurst Park,Martin Atkinson,Match Report,,https://fbref.com/en/squads/47c64c55/2016-2017/Crystal-Palace-Stats,https://fbref.com/en/squads/bd8769d1/2016-2017/Hull-City-Stats,https://fbref.com/en/matches/feeb3b85/Crystal-Palace-Hull-City-May-14-2017-Premier-League,https://fbref.com/en/matches/feeb3b85/Crystal-Palace-Hull-City-May-14-2017-Premier-League
14:15 (21:15),37,Sun,2017-05-14,West Ham,0–4,Liverpool,"56,985",London Stadium,Niel Swarbrick,Match Report,,https://fbref.com/en/squads/7c21e445/2016-2017/West-Ham-United-Stats,https://fbref.com/en/squads/822bd0ba/2016-2017/Liverpool-Stats,https://fbref.com/en/matches/20287124/West-Ham-United-Liverpool-May-14-2017-Premier-League,https://fbref.com/en/matches/20287124/West-Ham-United-Liverpool-May-14-2017-Premier-League
16:30 (23:30),37,Sun,2017-05-14,Tottenham,2–1,Manchester Utd,"31,848",White Hart Lane,Jonathan Moss,Match Report,,https://fbref.com/en/squads/361ca564/2016-2017/Tottenham-Hotspur-Stats,https://fbref.com/en/squads/19538871/2016-2017/Manchester-United-Stats,https://fbref.com/en/matches/7c40f8a6/Tottenham-Hotspur-Manchester-United-May-14-2017-Premier-League,https://fbref.com/en/matches/7c40f8a6/Tottenham-Hotspur-Manchester-United-May-14-2017-Premier-League
20:00 (03:00),28,Mon,2017-05-15,Chelsea,4–3,Watford,"41,473",Stamford Bridge,Lee Mason,Match Report,,https://fbref.com/en/squads/cff3d9bb/2016-2017/Chelsea-Stats,https://fbref.com/en/squads/2abfe087/2016-2017/Watford-Stats,https://fbref.com/en/matches/2749f512/Chelsea-Watford-May-15-2017-Premier-League,https://fbref.com/en/matches/2749f512/Chelsea-Watford-May-15-2017-Premier-League
19:45 (02:45),34,Tue,2017-05-16,Arsenal,2–0,Sunderland,"59,510",Emirates Stadium,Roger East,Match Report,,https://fbref.com/en/squads/18bb7c10/2016-2017/Arsenal-Stats,https://fbref.com/en/squads/8ef52968/2016-2017/Sunderland-Stats,https://fbref.com/en/matches/d971823a/Arsenal-Sunderland-May-16-2017-Premier-League,https://fbref.com/en/matches/d971823a/Arsenal-Sunderland-May-16-2017-Premier-League
20:00 (03:00),34,Tue,2017-05-16,Manchester City,3–1,West Brom,"53,624",Etihad Stadium,Craig Pawson,Match Report,,https://fbref.com/en/squads/b8fd03ef/2016-2017/Manchester-City-Stats,https://fbref.com/en/squads/60c6b05f/2016-2017/West-Bromwich-Albion-Stats,https://fbref.com/en/matches/59a9781a/Manchester-City-West-Bromwich-Albion-May-16-2017-Premier-League,https://fbref.com/en/matches/59a9781a/Manchester-City-West-Bromwich-Albion-May-16-2017-Premier-League
19:45 (02:45),28,Wed,2017-05-17,Southampton,0–0,Manchester Utd,"31,425",St. Mary's Stadium,Mike Dean,Match Report,,https://fbref.com/en/squads/33c895d4/2016-2017/Southampton-Stats,https://fbref.com/en/squads/19538871/2016-2017/Manchester-United-Stats,https://fbref.com/en/matches/9dac4ee8/Southampton-Manchester-United-May-17-2017-Premier-League,https://fbref.com/en/matches/9dac4ee8/Southampton-Manchester-United-May-17-2017-Premier-League
19:45 (02:45),34,Thu,2017-05-18,Leicester City,1–6,Tottenham,"31,351",King Power Stadium,Michael Oliver,Match Report,,https://fbref.com/en/squads/a2d435b3/2016-2017/Leicester-City-Stats,https://fbref.com/en/squads/361ca564/2016-2017/Tottenham-Hotspur-Stats,https://fbref.com/en/matches/770b5cd3/Leicester-City-Tottenham-Hotspur-May-18-2017-Premier-League,https://fbref.com/en/matches/770b5cd3/Leicester-City-Tottenham-Hotspur-May-18-2017-Premier-League
15:00 (22:00),38,Sun,2017-05-21,Manchester Utd,2–0,Crystal Palace,"75,254",Old Trafford,Anthony Taylor,Match Report,,https://fbref.com/en/squads/19538871/2016-2017/Manchester-United-Stats,https://fbref.com/en/squads/47c64c55/2016-2017/Crystal-Palace-Stats,https://fbref.com/en/matches/9c2ec995/Manchester-United-Crystal-Palace-May-21-2017-Premier-League,https://fbref.com/en/matches/9c2ec995/Manchester-United-Crystal-Palace-May-21-2017-Premier-League
15:00 (22:00),38,Sun,2017-05-21,Burnley,1–2,West Ham,"21,634",Turf Moor,Robert Madley,Match Report,,https://fbref.com/en/squads/943e8050/2016-2017/Burnley-Stats,https://fbref.com/en/squads/7c21e445/2016-2017/West-Ham-United-Stats,https://fbref.com/en/matches/e46c4202/Burnley-West-Ham-United-May-21-2017-Premier-League,https://fbref.com/en/matches/e46c4202/Burnley-West-Ham-United-May-21-2017-Premier-League
15:00 (22:00),38,Sun,2017-05-21,Swansea City,2–1,West Brom,"20,889",Liberty Stadium,Mike Dean,Match Report,,https://fbref.com/en/squads/fb10988f/2016-2017/Swansea-City-Stats,https://fbref.com/en/squads/60c6b05f/2016-2017/West-Bromwich-Albion-Stats,https://fbref.com/en/matches/07b59c24/Swansea-City-West-Bromwich-Albion-May-21-2017-Premier-League,https://fbref.com/en/matches/07b59c24/Swansea-City-West-Bromwich-Albion-May-21-2017-Premier-League
15:00 (22:00),38,Sun,2017-05-21,Liverpool,3–0,Middlesbrough,"53,191",Anfield,Martin Atkinson,Match Report,,https://fbref.com/en/squads/822bd0ba/2016-2017/Liverpool-Stats,https://fbref.com/en/squads/7f59c601/2016-2017/Middlesbrough-Stats,https://fbref.com/en/matches/a131f264/Liverpool-Middlesbrough-May-21-2017-Premier-League,https://fbref.com/en/matches/a131f264/Liverpool-Middlesbrough-May-21-2017-Premier-League
15:00 (22:00),38,Sun,2017-05-21,Chelsea,5–1,Sunderland,"41,618",Stamford Bridge,Niel Swarbrick,Match Report,,https://fbref.com/en/squads/cff3d9bb/2016-2017/Chelsea-Stats,https://fbref.com/en/squads/8ef52968/2016-2017/Sunderland-Stats,https://fbref.com/en/matches/2b149f28/Chelsea-Sunderland-May-21-2017-Premier-League,https://fbref.com/en/matches/2b149f28/Chelsea-Sunderland-May-21-2017-Premier-League
15:00 (22:00),38,Sun,2017-05-21,Watford,0–5,Manchester City,"20,829",Vicarage Road Stadium,Jonathan Moss,Match Report,,https://fbref.com/en/squads/2abfe087/2016-2017/Watford-Stats,https://fbref.com/en/squads/b8fd03ef/2016-2017/Manchester-City-Stats,https://fbref.com/en/matches/cecce3da/Watford-Manchester-City-May-21-2017-Premier-League,https://fbref.com/en/matches/cecce3da/Watford-Manchester-City-May-21-2017-Premier-League
15:00 (22:00),38,Sun,2017-05-21,Hull City,1–7,Tottenham,"23,804",Kingston Communications Stadium,Andre Marriner,Match Report,,https://fbref.com/en/squads/bd8769d1/2016-2017/Hull-City-Stats,https://fbref.com/en/squads/361ca564/2016-2017/Tottenham-Hotspur-Stats,https://fbref.com/en/matches/966fe8c9/Hull-City-Tottenham-Hotspur-May-21-2017-Premier-League,https://fbref.com/en/matches/966fe8c9/Hull-City-Tottenham-Hotspur-May-21-2017-Premier-League
15:00 (22:00),38,Sun,2017-05-21,Arsenal,3–1,Everton,"59,976",Emirates Stadium,Michael Oliver,Match Report,,https://fbref.com/en/squads/18bb7c10/2016-2017/Arsenal-Stats,https://fbref.com/en/squads/d3fd31cc/2016-2017/Everton-Stats,https://fbref.com/en/matches/5032a8f5/Arsenal-Everton-May-21-2017-Premier-League,https://fbref.com/en/matches/5032a8f5/Arsenal-Everton-May-21-2017-Premier-League
15:00 (22:00),38,Sun,2017-05-21,Leicester City,1–1,Bournemouth,"32,000",King Power Stadium,Lee Mason,Match Report,,https://fbref.com/en/squads/a2d435b3/2016-2017/Leicester-City-Stats,https://fbref.com/en/squads/4ba7cbea/2016-2017/Bournemouth-Stats,https://fbref.com/en/matches/eea3791c/Leicester-City-Bournemouth-May-21-2017-Premier-League,https://fbref.com/en/matches/eea3791c/Leicester-City-Bournemouth-May-21-2017-Premier-League
15:00 (22:00),38,Sun,2017-05-21,Southampton,0–1,Stoke City,"31,286",St. Mary's Stadium,Lee Probert,Match Report,,https://fbref.com/en/squads/33c895d4/2016-2017/Southampton-Stats,https://fbref.com/en/squads/17892952/2016-2017/Stoke-City-Stats,https://fbref.com/en/matches/8ebc6e14/Southampton-Stoke-City-May-21-2017-Premier-League,https://fbref.com/en/matches/8ebc6e14/Southampton-Stoke-City-May-21-2017-Premier-League
